lon,lat,elevacion,pendiente,distancia_hospital,distancia_via,poblacion_distrito,crecimiento_distrito,agua,electricidad,alcantarillado,area_m2,patrimonial,industrial_incompatible,cerca_rio,uso_suelo_compatible,iat,apto
-65.25923864496625,-19.064411688057326,2837.6,9.9,1474.8,88.6,42074,0.032,1,1,0,16252.71493881792,0,0,0,0.8,69.5,1
-65.25400313190184,-19.044605731652204,2824.6,16.1,786.5,22.9,16206,0.005,1,1,0,6802.092799456454,1,0,1,1,0.0,0
-65.23452337804189,-19.08680119010152,2950.0,0.3,4505.1,340.9,40398,0.05,1,1,1,16109.36414488881,0,0,0,1,96.6,1
-65.27727648817934,-19.04734592830283,2758.6,14.8,1032.9,13.0,42074,0.032,1,1,1,5091.724445755144,0,0,0,1,69.4,1
-65.2719744520322,-19.048832004642573,2751.7,14.2,566.3,13.5,42074,0.032,1,1,1,11396.810185553626,0,0,1,1,0.0,0
-65.30118758771981,-19.009401781080992,2900.0,0.0,5332.4,151.8,116400,0.045,1,1,0,9736.131746473342,0,0,1,1,0.0,0
-65.24330521491224,-19.048045499865175,2850.0,0.0,1370.1,16.4,40398,0.05,1,1,1,17746.500349290392,0,0,0,1,90.2,1
-65.2683579567966,-19.01074129276588,2857.6,23.8,3157.6,88.7,81668,0.018,1,1,1,7713.22812586159,0,0,0,1,0.0,0
-65.25137653912385,-19.057037275683452,2933.9,45.9,770.0,157.9,40398,0.05,1,1,1,17322.271766012815,0,0,0,0.8,0.0,0
-65.30008528977768,-18.999530120754407,2902.0,2.5,6125.0,330.4,116400,0.045,1,1,1,5244.795706367462,0,1,0,1,0.0,0
-65.26741083396486,-19.055561245215685,2750.0,0.8,1073.2,59.4,42074,0.032,1,1,0,4268.509974869423,0,0,0,0.8,0.0,0
-65.26200875826282,-19.051642908047334,2796.6,2.3,653.9,133.5,16206,0.005,1,1,1,6829.892346530423,1,0,0,1,0.0,0
-65.27390014901064,-19.024484825855193,2802.1,2.3,2405.4,209.4,116400,0.045,1,1,1,9412.295693892418,0,0,0,1,92.4,1
-65.27251337349979,-19.02967446629642,2799.9,1.2,1813.0,210.6,116400,0.045,1,1,0,6827.532409267656,0,0,0,1,83.8,1
-65.2534490889433,-19.022470297862423,2850.4,3.5,1163.4,53.3,81668,0.018,0,1,1,3997.124013755982,0,0,0,0.8,0.0,0
-65.2698737795875,-19.0339441015472,2754.5,25.9,1285.9,98.6,116400,0.045,1,1,1,16015.828839942917,1,0,1,1,0.0,0
-65.30673920524592,-19.013368631819638,2949.9,0.4,5442.9,8.2,116400,0.045,1,1,0,4600.444086281591,0,0,0,1,0.0,0
-65.26134553076106,-19.04252539517891,2798.2,2.2,251.6,2.7,81668,0.018,0,0,1,8878.203438405626,0,0,0,0.8,57.0,1
-65.24763104075485,-19.07615563134905,2942.3,24.8,2862.3,56.7,40398,0.05,1,1,0,19644.352825469676,0,1,0,0.5,0.0,0
-65.24755913613605,-19.05948011372122,2947.2,35.9,1238.4,31.9,40398,0.05,1,1,1,16348.314139434362,0,0,0,1,0.0,0
-65.31109303182727,-19.004520172653066,2950.1,0.8,6443.9,33.8,116400,0.045,0,1,1,8042.082743172163,0,0,0,1,92.5,1
-65.23488677224587,-19.079120700281695,2901.1,11.8,3768.4,335.8,40398,0.05,1,1,1,4578.212385224989,0,0,0,0.8,0.0,0
-65.24235302441346,-19.052003594733165,2908.9,44.8,1416.9,176.6,40398,0.05,1,1,1,5845.94508967422,0,0,0,0.8,0.0,0
-65.30303530114674,-19.028338551650606,2946.9,6.7,4191.1,1.6,116400,0.045,1,1,1,6174.060950292818,1,0,0,1,0.0,0
-65.26380157979642,-19.058170685771408,2784.8,18.5,1120.4,30.1,42074,0.032,1,1,1,13430.601697197726,0,0,0,0.8,0.0,0
-65.31961206900903,-19.00343244072477,2949.3,9.7,7188.5,9.6,116400,0.045,1,0,1,14079.30079278577,0,0,1,0.8,0.0,0
-65.23227484910018,-19.064865385519337,2891.7,28.6,2885.3,20.3,40398,0.05,1,1,0,7415.129317940155,0,0,0,0.8,0.0,0
-65.23612303220047,-19.0390258352562,2856.6,26.2,1485.3,64.9,81668,0.018,0,1,1,19978.526831097035,0,0,0,0.8,0.0,0
-65.23760054174572,-19.042868354204934,2848.8,3.1,1654.7,1.1,81668,0.018,1,1,1,17155.62641486647,0,0,0,1,75.9,1
-65.27070789099123,-19.052509877072623,2785.0,17.0,805.2,221.8,16206,0.005,1,1,0,17266.631309446457,1,0,0,1,0.0,0
-65.30436031575087,-19.009437255900483,2925.6,45.3,5557.6,46.9,116400,0.045,1,1,0,8760.658869973937,1,0,0,1,0.0,0
-65.26858142808551,-19.041282317563137,2754.5,7.2,463.2,2.8,116400,0.045,1,1,1,9831.415243983285,0,0,1,0.8,0.0,0
-65.23993846530074,-19.080225152206754,2949.1,3.9,3592.3,197.7,40398,0.05,1,1,1,10789.373156391564,0,0,0,1,98.6,1
-65.2352536862978,-19.06276313733647,2950.4,2.8,2497.0,159.6,40398,0.05,0,1,0,19801.681294324248,0,0,0,0.8,84.1,1
-65.2458998186418,-19.04695042345947,2850.0,0.0,1157.7,6.7,81668,0.018,1,1,1,13773.508864613452,0,0,0,0.8,70.9,1
-65.264035645647,-19.034448732347485,2798.8,3.9,1171.4,178.7,116400,0.045,1,1,1,6851.870937564247,0,0,0,1,85.4,1
-65.28298813255799,-19.018433307053076,2890.3,18.4,3397.0,8.2,116400,0.045,1,0,0,14648.874975522975,0,1,0,1,0.0,0
-65.2740590232055,-19.054831782641337,2748.1,3.6,1203.6,137.3,42074,0.032,1,1,1,18854.3249146773,0,0,0,0.8,77.7,1
-65.29949163682525,-19.019702234703683,2900.0,15.1,4407.2,78.0,116400,0.045,1,1,1,3769.4053958766403,0,0,0,1,0.0,0
-65.25343109915205,-19.01497736391669,2900.5,11.3,1923.2,12.3,81668,0.018,1,1,1,19979.722424433778,0,0,0,1,70.9,1
-65.25021710648316,-19.021871377440643,2898.1,7.9,1096.1,83.4,81668,0.018,1,1,0,16489.525935681726,0,1,0,0.5,59.0,1
-65.27121229567399,-19.035029797547722,2762.0,35.5,1206.7,19.3,116400,0.045,1,1,1,12272.43672131754,0,0,0,1,0.0,0
-65.27678643884569,-19.021277173732127,2835.8,19.4,2838.2,198.5,116400,0.045,0,1,0,12001.755851921698,1,0,0,1,0.0,0
-65.26263329591728,-19.0199947628776,2853.0,9.8,2015.7,102.0,81668,0.018,1,1,0,6137.915137765496,0,0,1,1,0.0,0
-65.302694957647,-19.025091216728118,2945.3,4.9,4333.7,285.1,116400,0.045,1,1,1,16742.11149198425,0,0,0,1,94.0,1
-65.25632368162803,-19.04248405098741,2800.4,1.1,614.8,44.8,81668,0.018,1,1,0,6424.184552145494,0,1,0,0.8,0.0,0
-65.2665333151895,-19.022400392264665,2813.6,38.5,2215.1,63.4,81668,0.018,1,1,1,6458.902574497621,0,0,0,1,0.0,0
-65.23767694734573,-19.076592034392494,2905.9,14.3,3370.4,143.2,40398,0.05,1,1,1,9184.237866632939,0,0,0,0.8,88.0,1
-65.25641243076642,-19.040702657579697,2800.1,0.7,711.9,43.1,81668,0.018,1,1,1,9937.513588912801,0,0,0,0.8,68.3,1
-65.272678491493,-19.053033689545966,2752.6,17.3,957.2,232.3,42074,0.032,1,1,1,5717.691108821586,0,0,0,1,0.0,0
-65.30119769480487,-19.029344664016758,2949.7,2.3,3968.2,40.2,116400,0.045,1,1,1,3983.6757347777325,0,0,0,1,0.0,0
-65.23131702521823,-19.082870327859396,2873.6,29.9,4325.4,76.1,40398,0.05,1,1,1,16157.874727023,0,0,0,1,0.0,0
-65.28031280380297,-19.031110102106705,2875.8,50.5,2075.6,110.4,116400,0.045,1,1,0,10340.855833858961,0,0,0,1,0.0,0
-65.267418760263,-19.05481178804056,2755.8,18.2,990.3,138.4,42074,0.032,1,1,1,5557.068426483238,0,1,0,1,0.0,0
-65.24015392065199,-19.08841993221394,2899.8,1.5,4407.4,792.6,40398,0.05,1,1,1,8228.700373801925,0,0,0,0.8,88.1,1
-65.26968223465039,-18.99851496990324,2885.2,12.8,4318.6,18.9,81668,0.018,1,1,0,5208.87768687278,0,0,1,1,0.0,0
-65.28232878253563,-19.019082252978844,2870.4,21.0,3300.8,2.1,116400,0.045,1,1,1,7083.039923979819,0,0,1,1,0.0,0
-65.26970272026973,-19.03008796017131,2790.7,8.0,1704.0,398.8,116400,0.045,0,1,0,7192.031130832916,0,0,0,1,71.8,1
-65.26829167218482,-19.025945461607396,2800.0,0.0,2148.1,142.0,116400,0.045,1,1,1,19540.30417337562,0,0,0,1,91.8,1
-65.28062082053802,-19.061680759271702,2848.9,16.3,2224.3,27.9,42074,0.032,0,1,1,19821.087788154226,1,0,0,0.8,0.0,0
-65.24117529491652,-19.044553765101618,2850.6,3.8,1604.9,18.1,81668,0.018,1,1,1,13503.430252214748,0,0,0,0.8,73.6,1
-65.262624195323,-19.04997089662368,2797.7,2.9,584.0,33.3,16206,0.005,0,1,1,8420.010584766913,1,1,0,1,0.0,0
-65.24044841755472,-19.033280183053634,2816.5,40.6,798.8,303.7,81668,0.018,1,1,1,15331.416328899288,0,0,0,0.8,0.0,0
-65.27755255384353,-19.0564600271098,2727.1,33.1,1573.3,75.5,42074,0.032,1,1,1,9860.07695160183,0,0,0,1,0.0,0
-65.27289651681419,-19.071309419273447,2701.3,7.1,2837.5,13.5,42074,0.032,1,1,1,11421.96785199531,0,1,0,1,0.0,0
-65.27217202495486,-19.031858364084087,2799.0,9.2,1571.7,126.9,116400,0.045,0,1,1,16239.792708215042,0,0,0,0.8,76.8,1
-65.28043162225802,-19.052726992322764,2799.8,0.6,1550.7,20.2,42074,0.032,1,1,1,13214.04400372046,0,0,1,0.8,0.0,0
-65.30186678806932,-19.01873767796728,2941.3,12.6,4668.0,115.1,116400,0.045,0,1,0,8578.391930378244,0,1,0,0.5,74.5,1
-65.30399972666739,-19.01721479262461,2949.5,1.4,4948.7,94.9,116400,0.045,1,1,1,12291.357082693443,0,0,0,1,97.5,1
-65.25260867740293,-19.026374546262186,2846.1,10.4,760.6,2.6,81668,0.018,1,1,1,4835.653669499931,0,0,0,1,0.0,0
-65.23980882944193,-19.076871571105308,2943.9,10.1,3275.1,69.1,40398,0.05,1,1,0,14693.387187650322,0,0,1,0.8,0.0,0
-65.30659634371965,-19.015630394713046,2948.5,1.0,5271.7,44.4,116400,0.045,1,1,1,13313.199321807304,0,0,0,1,97.5,1
-65.27635001184782,-19.05528127406629,2702.7,14.1,1391.6,105.9,42074,0.032,1,1,1,6429.359142761674,0,0,0,0.8,70.1,1
-65.26484596141793,-19.045896399914792,2790.3,1.3,283.3,133.8,16206,0.005,1,1,1,10676.375649158337,1,0,1,1,0.0,0
-65.2647148700962,-19.059735771492196,2800.0,0.7,1308.7,61.9,42074,0.032,1,1,1,14691.744407438606,0,0,0,0.8,78.9,1
-65.27201848036592,-19.05558076110219,2770.0,65.7,1172.0,234.7,42074,0.032,1,1,1,14476.547655516111,0,0,0,1,0.0,0
-65.23880027959747,-19.0424031526716,2880.9,35.9,1534.8,126.7,81668,0.018,1,1,1,19220.002338657578,0,0,0,1,0.0,0
-65.2625845912289,-19.03346980639268,2799.5,0.9,1256.3,8.5,81668,0.018,1,1,1,10786.705955162903,0,0,0,1,73.5,1
-65.25282927055925,-19.045949671652032,2839.8,14.4,689.6,67.8,16206,0.005,1,1,1,14036.903618073915,1,0,1,0.8,0.0,0
-65.26350505498915,-19.033358648468752,2799.6,1.8,1279.8,66.5,116400,0.045,0,1,1,5861.781222275579,0,0,0,0.8,80.2,1
-65.28228220142154,-19.00079603809038,2878.2,7.5,4974.5,585.2,116400,0.045,1,1,0,13994.391399065642,0,0,1,0.8,0.0,0
-65.25363761493782,-19.057604665037708,2888.3,35.8,713.3,108.4,40398,0.05,1,1,1,16645.280422350137,0,0,0,1,0.0,0
-65.2763338159963,-19.017868477189808,2846.5,9.9,3180.8,93.1,116400,0.045,1,1,0,19701.200307506566,0,0,0,1,87.2,1
-65.28329557522352,-19.02164375439245,2899.9,1.1,3107.4,113.8,116400,0.045,1,1,1,6951.3508194984815,0,0,0,0.8,95.3,1
-65.27163448506379,-19.068499172029437,2719.1,22.1,2514.4,62.3,42074,0.032,0,1,0,14642.273410614453,0,0,1,1,0.0,0
-65.29621198218369,-19.000068073944462,2900.0,0.0,5854.8,7.2,116400,0.045,1,1,1,4754.1509363297555,0,0,0,1,0.0,0
-65.28436170677476,-19.050727037105034,2800.6,12.5,1846.0,405.2,42074,0.032,1,1,0,17901.427482918894,0,0,0,0.8,65.0,1
-65.29589213666904,-19.00031610147946,2900.0,0.0,5813.9,8.8,116400,0.045,0,1,1,14818.244752480845,0,0,0,0.8,90.5,1
-65.2673352486902,-19.01048978294519,2892.5,23.1,3105.5,12.2,81668,0.018,1,1,0,17304.342012587076,0,0,1,0.8,0.0,0
-65.29654276662713,-19.015235929559008,2900.0,0.0,4525.1,335.9,116400,0.045,1,0,1,15193.894985051951,0,0,0,1,89.1,1
-65.24354718012839,-19.07169169389913,2950.0,2.7,2581.2,53.4,40398,0.05,1,1,1,7784.526871899522,0,0,0,1,97.5,1
-65.27026880122955,-19.021202050433303,2807.2,4.5,2626.5,111.1,116400,0.045,1,1,1,3880.5943972926116,0,0,0,1,0.0,0
-65.26299722583401,-19.024352388931902,2807.8,19.3,1785.4,197.7,81668,0.018,1,1,0,17065.029804982878,0,0,0,0.8,0.0,0
-65.28091189889786,-19.012291183240457,2870.6,11.8,3922.6,196.4,116400,0.045,1,1,0,11440.604714979114,0,0,0,0.8,82.1,1
-65.29511720736623,-19.023359984168167,2900.0,0.0,3793.9,529.1,116400,0.045,1,1,1,16168.516008088338,0,0,1,1,0.0,0
-65.28618664494572,-19.00768808461295,2900.0,0.0,4610.5,300.6,116400,0.045,0,1,1,14417.539804235836,0,0,0,1,89.6,1
-65.26313332403043,-19.028502196457477,2800.0,0.0,1648.4,63.6,81668,0.018,1,1,1,8929.229297579062,0,0,0,1,75.9,1
-65.29073517228545,-19.01586651966622,2900.0,0.0,4079.9,75.6,116400,0.045,1,1,1,19420.64911115902,0,0,0,1,97.5,1
-65.24965394650553,-19.039628060564542,2846.8,3.3,920.9,24.1,81668,0.018,1,1,1,5803.455213112069,0,0,1,0.8,0.0,0
-65.2879888039732,-19.00309041252857,2900.0,0.0,5152.1,770.9,116400,0.045,0,1,1,8818.587963560116,0,1,1,1,0.0,0
-65.24948857697768,-19.0313278527697,2847.7,10.4,178.8,46.3,81668,0.018,1,1,1,17958.837737159807,0,0,0,0.8,61.2,1
-65.24887211940141,-19.056759552658164,2919.9,13.8,933.4,90.6,40398,0.05,1,1,0,18097.919915503448,0,0,0,1,73.7,1
-65.27048675814363,-19.070627757472984,2714.1,13.6,2622.4,170.5,42074,0.032,0,1,1,7917.849403082238,1,0,0,0.8,0.0,0
-65.27981945671368,-19.003548016473452,2870.7,11.8,4577.1,259.5,116400,0.045,1,1,0,12619.719399376187,0,0,0,0.8,81.1,1
-65.30334827216252,-19.02607231164105,2937.3,5.0,4338.3,195.1,116400,0.045,1,1,1,13938.463114237225,0,0,0,0.8,93.3,1
-65.24978880467091,-19.031226924296014,2845.5,7.9,211.6,19.0,81668,0.018,1,1,0,10132.434276306678,0,0,0,1,60.4,1
-65.23498654908404,-19.049308661194864,2801.6,14.1,2204.9,344.0,40398,0.05,0,1,1,10683.979198210656,0,0,0,0.8,75.6,1
-65.2980545427256,-19.015539271726134,2900.0,0.0,4610.2,380.8,116400,0.045,1,1,1,12877.237240633252,0,0,0,1,93.5,1
-65.29760038025036,-19.005716354313705,2900.0,0.0,5413.6,139.6,116400,0.045,1,1,1,11224.367233902301,0,0,0,1,96.9,1
-65.28390616413118,-19.00458089477075,2900.0,0.0,4831.4,326.6,116400,0.045,1,0,1,16692.946841667377,0,0,0,0.8,87.3,1
-65.26896227341385,-19.02828082157105,2800.0,0.0,1894.3,251.8,116400,0.045,1,1,1,8111.855108244284,0,0,0,1,88.7,1
-65.27880157420773,-19.030025599295662,2852.5,7.9,2072.5,9.9,116400,0.045,1,1,1,4230.7954083817,0,0,1,0.8,0.0,0
-65.23908187193304,-19.05106776680826,2867.2,66.9,1760.9,21.1,40398,0.05,1,1,1,13073.623369350287,0,0,0,0.8,0.0,0
-65.27548857001133,-19.033950931224005,2849.9,2.7,1516.7,225.3,116400,0.045,1,0,0,15174.189869469128,0,0,0,1,76.8,1
-65.29690087922918,-19.013197915603747,2900.0,0.0,4718.5,530.8,116400,0.045,1,1,0,5616.551299952262,0,0,0,1,86.3,1
-65.2543326642695,-19.032982721246782,2801.1,2.0,707.2,4.0,81668,0.018,1,1,1,11993.060673561165,0,0,0,0.8,68.2,1
-65.24482212656633,-19.04351421433346,2850.0,0.0,1366.7,17.8,81668,0.018,1,1,1,6827.125464734964,0,1,0,0.8,0.0,0
-65.31701208697814,-19.000712215551996,2984.9,14.1,7185.3,178.2,116400,0.045,0,1,0,19813.6815118902,1,0,0,1,0.0,0
-65.28113920180849,-19.02515264821442,2870.5,34.1,2657.7,124.4,116400,0.045,1,1,1,14935.490384367205,0,0,0,1,0.0,0
-65.24297782797669,-19.047596819318294,2850.0,0.0,1417.6,4.5,40398,0.05,1,1,1,9879.374107577278,0,0,0,1,90.5,1
-65.23533115779394,-19.079739226059655,2932.5,56.8,3797.5,269.8,40398,0.05,1,1,1,10677.19241937459,1,0,1,1,0.0,0
-65.29956872731701,-19.007719774370972,2900.0,0.0,5363.7,113.2,116400,0.045,1,1,1,10932.43031919705,0,0,0,1,97.3,1
-65.28010448575247,-19.055217202316914,2784.2,84.1,1675.6,115.1,42074,0.032,1,1,1,16791.11205643206,0,0,0,1,0.0,0
-65.28483549229684,-19.00545445670269,2900.0,0.0,4779.0,348.2,116400,0.045,1,1,0,14161.98167329401,0,1,0,0.8,0.0,0
-65.26036893026873,-19.018439888346517,2875.8,23.3,1960.4,94.9,81668,0.018,1,1,1,6782.502110259011,0,0,0,0.8,0.0,0
-65.27563279084437,-19.05938124207688,2703.3,21.6,1719.1,49.3,42074,0.032,1,1,1,13921.511086425962,0,0,0,0.8,0.0,0
-65.24043408735956,-19.06999658210689,2980.2,55.5,2609.9,161.2,40398,0.05,1,1,1,15864.96080307047,0,0,0,1,0.0,0
-65.27396487207116,-19.06091733629305,2709.7,16.9,1796.3,104.5,42074,0.032,1,1,1,18445.791589328823,1,0,0,1,0.0,0
-65.27277755305535,-19.06645478281834,2709.8,13.2,2343.8,29.8,42074,0.032,1,1,1,10397.016025831015,1,0,0,1,0.0,0
-65.27990777829932,-19.031434274142516,2859.4,8.3,2020.6,122.2,116400,0.045,1,1,1,18335.847466601383,0,0,0,1,87.4,1
-65.30841921840825,-19.01468573898453,2950.2,0.5,5487.1,7.0,116400,0.045,1,1,1,11496.195302338616,0,0,0,0.8,95.5,1
-65.27156614343082,-19.02195547326554,2802.9,3.6,2623.9,8.2,116400,0.045,1,1,1,12922.919254191987,0,0,0,0.8,93.2,1
-65.28001382659818,-19.005011082367055,2875.8,21.3,4484.6,100.3,116400,0.045,1,1,1,5220.7868650322225,0,0,0,0.8,0.0,0
-65.26967181146799,-19.060321943045146,2800.0,2.2,1615.2,18.3,42074,0.032,1,1,1,13635.474140876157,0,0,0,1,82.7,1
-65.2714861715889,-19.06916130719133,2722.2,6.2,2559.6,74.2,42074,0.032,1,1,1,16282.605403425643,0,0,0,1,86.4,1
-65.27119455587963,-19.054652154511324,2799.9,3.0,1043.9,268.3,42074,0.032,1,1,1,4834.024468678594,0,0,0,1,0.0,0
-65.26079454208072,-19.02675131629146,2800.1,0.9,1465.9,138.0,81668,0.018,1,1,1,7000.063463979408,0,0,0,1,74.3,1
-65.30352794108194,-19.011590558308846,2928.0,11.5,5326.8,182.7,116400,0.045,1,1,1,11286.707510714768,0,0,0,1,89.5,1
-65.24976191967934,-19.035039662789774,2849.0,6.8,443.0,112.1,81668,0.018,1,1,1,17077.993539327214,0,0,0,0.8,64.3,1
-65.28243920974602,-19.060713440359645,2829.7,59.9,2268.4,169.6,42074,0.032,1,1,1,11919.54473586635,0,1,0,0.5,0.0,0
-65.26952227500827,-19.056758154838832,2756.7,15.8,1222.7,49.4,42074,0.032,1,1,1,12379.091253092725,1,0,1,0.8,0.0,0
-65.27085985659689,-19.03945385820024,2769.8,5.4,742.1,70.3,116400,0.045,1,1,1,15317.512230172739,0,0,0,1,82.7,1
-65.28157697683778,-19.02101381846025,2871.8,26.8,3075.1,104.8,116400,0.045,0,1,1,19060.938105047855,0,0,0,0.8,0.0,0
-65.2687556969783,-19.049103514618487,2779.6,9.0,378.5,71.0,42074,0.032,1,1,1,13534.058930528212,0,0,0,1,71.5,1
-65.25909354815754,-19.05270080234881,2800.4,1.8,371.4,264.2,16206,0.005,1,1,1,14959.307633298871,1,0,0,0.8,0.0,0
-65.26136835198263,-19.040099817043227,2798.9,2.0,519.0,58.4,81668,0.018,1,1,1,3901.2794148875532,0,0,0,0.8,0.0,0
-65.27242606273813,-19.058308759831505,2707.2,23.4,1468.4,34.4,42074,0.032,1,1,1,9800.039322163973,0,0,0,1,0.0,0
-65.23783365947244,-19.084200423899,2900.4,3.2,4085.1,265.4,40398,0.05,1,1,0,9216.534722859096,1,0,0,0.8,0.0,0
-65.26448789758442,-19.019309375577237,2854.4,11.6,2215.9,19.5,81668,0.018,0,1,0,8060.153648974244,0,1,0,0.5,57.4,1
-65.27766324250109,-19.01697552727423,2849.7,1.9,3318.0,222.5,116400,0.045,1,1,1,17463.762793506725,0,0,1,1,0.0,0
-65.29542385331425,-19.016521568549052,2900.0,0.0,4340.6,153.1,116400,0.045,1,1,1,17308.345278724242,0,0,0,1,96.7,1
-65.28410822310988,-19.02126134636761,2899.0,3.3,3189.4,69.8,116400,0.045,1,0,1,3363.9113909003254,1,0,1,1,0.0,0
-65.26786606751254,-19.04411257656207,2782.4,11.1,141.1,38.3,42074,0.032,0,0,1,10588.178675365984,0,1,0,0.5,54.5,1
-65.23531552796638,-19.01953210032514,2800.1,4.7,1372.2,469.6,81668,0.018,0,1,1,7565.09675244917,0,0,1,0.8,0.0,0
-65.26034393163638,-19.026465333714416,2800.0,0.7,1433.8,162.4,81668,0.018,1,1,1,8864.213563304516,0,1,0,0.5,0.0,0
-65.25551431463896,-19.017213562295073,2881.9,29.5,1778.3,48.1,81668,0.018,1,1,0,11238.0467299981,0,0,0,0.8,0.0,0
-65.2563312033349,-19.05190699028385,2836.0,11.8,71.8,311.9,16206,0.005,1,1,1,11583.13016775327,1,0,0,0.8,0.0,0
-65.26797045405179,-19.008037045937275,2856.9,19.2,3355.8,7.3,81668,0.018,1,1,0,12439.524510270081,0,0,0,0.8,0.0,0
-65.27669456928339,-19.0586585445917,2723.2,39.8,1710.0,13.5,42074,0.032,1,1,1,10031.564052973903,0,0,0,1,0.0,0
-65.31973607275866,-18.999676186860096,2998.6,7.3,7473.4,69.6,116400,0.045,1,1,0,5852.6644571373145,0,0,0,0.8,87.5,1
-65.25558601532802,-19.056277887416496,2849.8,1.6,529.5,9.8,40398,0.05,1,1,1,3686.3226463331785,0,0,1,1,0.0,0
-65.27131052803524,-19.049498464827412,2750.4,8.2,561.1,91.1,42074,0.032,0,1,1,5780.044593131499,0,0,0,0.8,65.5,1
-65.29844435565741,-19.00237071474999,2901.1,4.9,5767.7,131.6,116400,0.045,1,1,1,19350.392923779975,0,0,0,0.8,94.2,1
-65.23959632577555,-19.02382926572877,2849.3,2.7,1211.5,87.4,81668,0.018,1,1,1,6292.506020093848,1,1,0,0.5,0.0,0
-65.25674025555163,-19.03702214097585,2802.6,1.6,1002.0,81.6,81668,0.018,1,1,1,8198.031113925157,0,1,0,0.5,67.0,1
-65.26638542626762,-19.023359250504463,2800.1,2.3,2154.8,14.0,81668,0.018,1,1,1,11949.553454742885,0,0,0,1,78.9,1
-65.2526936836314,-19.041838555252433,2828.9,12.2,996.7,11.8,81668,0.018,1,1,1,13786.150659673975,0,0,0,0.8,62.5,1
-65.28678674831411,-19.02486585614842,2891.6,27.2,3045.0,382.7,116400,0.045,1,1,0,12035.915991608035,0,1,0,0.5,0.0,0
-65.27034364004818,-18.99914017083077,2889.6,15.2,4298.2,69.7,81668,0.018,1,1,1,4599.22267412037,0,0,0,1,0.0,0
-65.2397873467109,-19.081546606870564,2944.4,23.8,3729.7,228.6,40398,0.05,1,1,1,4854.923307209,0,0,0,1,0.0,0
-65.2908716265845,-19.022916531611216,2893.3,8.4,3497.4,599.5,116400,0.045,1,1,1,15735.451236956716,0,0,0,1,86.3,1
-65.27757641768449,-19.01786303116803,2849.6,2.1,3222.2,124.8,116400,0.045,1,1,1,16967.503234730117,0,0,1,1,0.0,0
-65.30989285908217,-19.020120650776505,2947.7,3.6,5267.7,133.1,116400,0.045,1,1,0,9593.79254245068,0,0,0,1,92.0,1
-65.24505423384394,-19.028522632612987,2894.5,19.2,438.5,49.0,81668,0.018,1,1,1,15258.590066991539,0,0,0,1,0.0,0
-65.24099454978933,-19.082856585167995,2931.7,56.6,3805.8,400.5,40398,0.05,1,1,1,3740.4664268720594,0,0,0,0.8,0.0,0
-65.26141322585444,-19.019999272629363,2857.2,13.0,1917.5,13.2,81668,0.018,1,0,1,5614.007397839318,0,1,0,0.8,0.0,0
-65.25318311353206,-19.05742258108487,2898.3,14.8,711.3,152.9,40398,0.05,1,1,0,19340.372130056545,0,0,1,1,0.0,0
-65.26458082057604,-19.046488570314853,2790.3,2.3,324.2,98.6,16206,0.005,1,1,1,3607.932893813863,1,0,0,0.8,0.0,0
-65.26648397756351,-19.08560074533069,2657.5,27.6,3939.8,254.2,42074,0.032,1,1,0,16224.480341813854,0,0,0,0.8,0.0,0
-65.25375937158721,-19.045183376378382,2825.6,18.3,731.7,8.1,16206,0.005,0,1,0,3056.0642766538253,1,0,0,1,0.0,0
-65.29795538413681,-19.00682221623153,2900.0,0.0,5337.3,173.5,116400,0.045,1,1,0,10010.36310605653,0,0,0,1,91.5,1
-65.26527324189728,-19.0332420269583,2791.3,6.9,1333.6,118.7,116400,0.045,0,1,1,9747.380001453934,0,0,0,0.8,77.6,1
-65.28402581546662,-19.025540768378974,2894.1,7.3,2800.1,151.1,116400,0.045,1,1,0,10978.64756173025,0,0,0,1,87.5,1
-65.24499302864214,-19.01122923247944,2860.1,33.2,1754.9,187.8,81668,0.018,0,1,1,12308.97968086768,0,0,0,1,0.0,0
-65.26917709290174,-19.02676189097185,2800.0,0.0,2063.8,115.7,116400,0.045,0,1,1,5237.22579190332,0,0,0,1,86.7,1
-65.27905651967033,-19.00192364419736,2867.1,8.6,4643.3,455.2,116400,0.045,1,1,1,8659.483708764034,0,0,0,0.8,86.2,1
-65.26149617367112,-19.045435938303637,2798.3,2.0,74.2,131.4,16206,0.005,1,1,0,7671.539425360252,1,0,0,0.8,0.0,0
-65.23608302722349,-19.04071837777363,2848.1,22.0,1601.3,113.6,81668,0.018,0,1,0,18876.985379824924,0,0,0,0.8,0.0,0
-65.27783113714352,-19.03447464306572,2838.2,9.1,1623.3,417.0,116400,0.045,1,1,1,11247.62500914219,0,0,0,1,80.1,1
-65.28154373302559,-19.011317888139043,2880.2,10.3,4047.2,168.1,116400,0.045,1,1,1,6362.7163790052255,0,0,0,1,90.8,1
-65.26507441003626,-19.039614959085267,2783.5,10.0,676.6,6.3,116400,0.045,1,1,1,15601.15884318338,0,0,0,0.8,76.1,1
-65.24089490857408,-19.07317088100148,2934.7,6.4,2867.1,29.6,40398,0.05,1,1,1,6002.229886291917,0,0,0,1,97.0,1
-65.2542808957035,-19.004029154434477,2899.9,3.9,2769.8,38.8,81668,0.018,1,1,1,7724.3075600862785,1,0,0,1,0.0,0
